360,0.031618185,0.082143946,0.046098863,-0.028762973,-0.07069596,0.005030354
361,0.031888418,0.082458964,0.046517531,-0.027488325,-0.070340229,0.006520194
362,0.032248395,0.083133975,0.047339451,-0.026197552,-0.070365129,-9.35E-06
363,0.032673218,0.084086991,0.0484365,-0.031502726,-0.066643248,-0.007538148
364,0.033137989,0.085236027,0.049680557,-0.035031485,-0.063096443,-0.01751055
365,0.03361781,0.086499095,0.050943498,-0.028163971,-0.066237205,-0.020665802
366,0.034087784,0.087794206,0.052097201,-0.020826908,-0.069092456,-0.016316282
367,0.034523011,0.089039375,0.053013543,-0.014430446,-0.069269796,0.002345573
368,0.034898594,0.090152614,0.053564403,-0.012372033,-0.072079629,-0.004859387
369,0.035189636,0.091051935,0.053621657,-0.014044734,-0.074340345,-0.011645233
370,0.035371237,0.091655351,0.053057182,-0.01847134,-0.073675678,-0.016617975
371,0.035425405,0.091900722,0.051783921,-0.035362462,-0.071120451,-0.001492223
372,0.035361765,0.091805298,0.049879065,-0.045763376,-0.070927171,-0.013692789
373,0.035196844,0.091406173,0.047460873,-0.041946213,-0.069633468,0.000605617
374,0.034947172,0.090740446,0.044647601,-0.038327153,-0.068663164,-0.003678483
375,0.034629279,0.08984521,0.041557507,-0.025780678,-0.072013509,-0.016283796
376,0.034259694,0.088757564,0.038308847,-0.018671685,-0.075495472,0.004906752
377,0.033854944,0.087514602,0.03501988,-0.004717549,-0.08075159,0.014856856
378,0.033431561,0.086153421,0.03180886,5.70E-05,-0.0776383,0.052825867
379,0.033006072,0.084711118,0.028794047,-0.007318797,-0.066800679,0.007167829
380,0.032595007,0.083224788,0.026093696,-0.008027755,-0.058811709,0.018372338
381,0.032215809,0.081733085,0.023794101,-0.008252363,-0.049969968,0.026376221
382,0.031889582,0.080280894,0.021853694,-0.025436653,-0.037752791,0.022370476
383,0.031638345,0.078914658,0.020198945,-0.035441495,-0.032706681,0.017144144
384,0.031484114,0.077680818,0.018756321,-0.031730553,-0.029473385,0.00649156
385,0.031448908,0.076625818,0.017452293,-0.026610562,-0.026440097,0.001834229
386,0.031554746,0.0757961,0.016213328,-0.024130995,-0.023231981,-0.004216596
387,0.031823644,0.075238107,0.014965895,-0.016115523,-0.021446375,0.005672069
388,0.032277622,0.07499828,0.013636464,-0.019041312,-0.016817764,-0.000868527
389,0.032938697,0.075123063,0.012151502,-0.013951066,-0.023487055,0.002177368
390,0.033828887,0.075658898,0.010437479,-0.02497796,-0.018062579,0.002234226
391,0.034958773,0.076632202,0.008446773,-0.020078738,-0.026109568,0.009121363
392,0.036293183,0.07798929,0.006235405,-0.031655616,-0.024555617,0.015055157
393,0.037785509,0.079656453,0.003885305,-0.05924995,-0.01483064,0.01833025
394,0.039389141,0.08155998,0.001478405,-0.077786443,-0.013556159,0.00299935
395,0.041057471,0.083626161,-0.000903365,-0.092796259,-0.008159102,-0.004774465
396,0.04274389,0.085781287,-0.003178074,-0.107837222,0.006582647,-0.007997748
397,0.044401789,0.087951647,-0.005263792,-0.108148135,0.008643477,-0.016382906
398,0.045984558,0.090063532,-0.007078587,-0.079701217,-0.00742921,-0.013035313
399,0.04744559,0.09204323,-0.00854053,-0.038755945,-0.024299422,-0.012317387
400,0.048738275,0.093817034,-0.009567689,-0.028953569,-0.018931439,-0.00724211
401,0.049827731,0.095327302,-0.010104581,-0.036142463,-0.002113975,-0.013561686
402,0.050725987,0.096580683,-0.010201513,-0.04011848,0.00661015,-0.024502502
403,0.051456798,0.097599894,-0.00993524,-0.037489359,0.011974914,-0.020713871
404,0.052043919,0.098407653,-0.009382515,-0.036775059,0.016111297,-0.037313455
405,0.052511104,0.099026678,-0.008620095,-0.039426138,0.016815762,-0.023896647
406,0.05288211,0.099479686,-0.007724732,-0.034627159,0.016558096,-0.010040291
407,0.053180692,0.099789396,-0.006773182,-0.03074801,0.014916116,-0.005780119
408,0.053430605,0.099978525,-0.005842198,-0.021440472,0.009029699,-0.008716835
409,0.053655603,0.100069792,-0.005008536,-0.010253661,0.004644434,-0.001745894
410,0.053879443,0.100085914,-0.004348949,-0.016006619,0.009701328,0.005994623
411,0.054119044,0.100043394,-0.003922068,0.000535182,-0.001571071,0.005555813
412,0.054363985,0.099933881,-0.003714024,0.019068512,-0.012862618,0.022700019
413,0.05459701,0.099742805,-0.003692822,0.01538405,-0.009736184,0.010203519
414,0.054800861,0.0994556,-0.00382647,0.015231423,-0.011242554,0.004269227
415,0.054958283,0.099057699,-0.004082972,0.018050999,-0.011946491,0.003538375
