,,,,,,,,,,,,Lunar position,Lunar position,Lunar position,Lunar position,Lunar position,Lunar position,Surface Normalised,Surface Normalised,Surface Normalised,Seabed Normalised,Seabed Normalised,Seabed Normalised,Surface,Surface,Surface,Seabed,Seabed,Seabed,Residuals,Residuals,Residuals
,Location_Lat (deg),Location_Long (deg),time_increment (m),depth_to_datum(m),modelled_tidal_range (m),date,Jday (decimal),Kd Blue,Kd Green,Kd Red,Kd Bb,Lunar_Alt (deg),Lunar_Az (deg),phase,I_atmos,BB_I(uW/m2),BB_I_Below_tide(uW/m2),Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue,Red,Green,Blue
0,50.3819,-4.1927,0.25,0.5517987388051964,[2.11179874],2021-03-17 00:00:00+00:00,76.0,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-18.423975640921594,313.6723584549412,0.1173511684245358,[9.39061902],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,50.3819,-4.1927,0.25,0.30647523454530967,[1.86647523],2021-03-17 00:15:00+00:00,76.01041666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-20.00534012305538,317.0519079303952,0.11798498495019905,[9.47888748],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,50.3819,-4.1927,0.25,0.08218320226033682,[1.6421832],2021-03-17 00:30:00+00:00,76.02083333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-21.48445258235742,320.51411790161853,0.11862024731839882,[9.56770144],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,50.3819,-4.1927,0.25,0.0,[1.44448481],2021-03-17 00:45:00+00:00,76.03125,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-22.85336617044424,324.06005464720005,0.11925695293544736,[9.65706219],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,50.3819,-4.1927,0.25,0.0,[1.27849148],2021-03-17 01:00:00+00:00,76.04166666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-24.10415238260057,327.6892120113167,0.11989509919033547,[9.74697096],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,50.3819,-4.1927,0.25,0.0,[1.14880422],2021-03-17 01:15:00+00:00,76.05208333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-25.229028431494793,331.39932619654405,0.1205346834716029,[9.83742901],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,50.3819,-4.1927,0.25,0.0,[1.05950384],2021-03-17 01:30:00+00:00,76.0625,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-26.220507779827702,335.1862276610506,0.12117570318364351,[9.92843759],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,50.3819,-4.1927,0.25,0.0,[1.01413326],2021-03-17 01:45:00+00:00,76.07291666666667,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-27.071569757755515,339.04375195171843,0.12181815571379206,[10.01999794],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,50.3819,-4.1927,0.25,0.0,[1.01561357],2021-03-17 02:00:00+00:00,76.08333333333333,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-27.775841477014446,342.9637310333991,0.1224620384486444,[10.11211129],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,50.3819,-4.1927,0.25,0.0,[1.06605433],2021-03-17 02:15:00+00:00,76.09375,0.2828319891876639,0.16565186932839338,0.5868766856122539,0.510772050704497,-28.32778262426139,346.93608322707433,0.1231073487911089,[10.20477889],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
